scope,arm,segment,exclude_symbol,num_cells,num_symbols,num_trades,win_rate,total_return,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,liquidation_events
all,off,oos,LINK,24,8,1184,0.5557432432432432,10.808390774904089,0.1152555468841092,93.77761910038087,8,0.0755068640220185,0
all,off,full,LTC,24,8,3433,0.5968540635013108,67825.25461681705,0.1334244538009214,508342.0069158916,11,0.1100013107306406,0
all,off,is,LTC,24,8,2212,0.6188969258589512,4724.276652611997,0.1334244538009214,35407.87702725729,11,0.1100013107306406,0
all,off,oos_warm,LTC,24,8,1221,0.556920556920557,13.353922447974435,0.1072061618244654,124.56301224401209,10,0.0980407740180036,0
all,off,oos,LTC,24,8,1178,0.5509337860780985,10.091773204578583,0.1072061618244648,94.13426460600704,8,0.0759325554513589,0
all,off,full,SOL,24,8,3355,0.5967213114754099,38918.220396151184,0.1341070449572546,290202.65421966463,11,0.1079015706927413,0
all,off,is,SOL,24,8,2154,0.6230269266480966,3775.626404741731,0.1263785800935916,29875.524807650403,11,0.1079015706927413,0
all,off,oos_warm,SOL,24,8,1201,0.5495420482930891,9.305287371630492,0.134107044957254,69.3870137441065,9,0.0883218695488996,0
all,off,oos,SOL,24,8,1176,0.54421768707483,7.57734204470114,0.1341070449572543,56.50219231298673,7,0.0703258843167777,0
all,off,full,TRX,24,8,3429,0.5902595508894721,47148.676475266,0.1395756382024579,337800.1854942312,10,0.0980433050373153,0
all,off,is,TRX,24,8,2184,0.6103479853479854,3008.587103220158,0.1395756382024579,21555.245184379004,9,0.0904494354295283,0
all,off,oos_warm,TRX,24,8,1245,0.5550200803212851,14.666493395329011,0.1258368381195105,116.55166813234663,10,0.0980433050373153,0
all,off,oos,TRX,24,8,1201,0.5487094088259784,10.912976563885872,0.1258368381195104,86.72322609951102,8,0.0774807257451676,0
all,off,full,XRP,24,8,3444,0.591753774680604,42865.67696330548,0.1242781180159646,344917.33257337386,11,0.1079015706927413,0
all,off,is,XRP,24,8,2220,0.6094594594594595,2772.8619521971696,0.1242781180159646,22311.747204290383,11,0.1079015706927413,0
all,off,oos_warm,XRP,24,8,1224,0.559640522875817,14.453788869828532,0.1073900344900206,134.59152833377354,10,0.0980407740180036,0
all,off,oos,XRP,24,8,1182,0.5532994923857868,10.877002889935287,0.1073900344900205,101.28503023198172,8,0.0701122321368397,0
all,on,full,,27,9,4973,0.5897848381258798,4692390.628775958,0.1961477879884797,23922730.288712475,12,0.1136081082275604,0
all,on,is,,27,9,3230,0.6099071207430341,129915.2854445946,0.1961477879884797,662333.675933296,11,0.1079015706927413,0
all,on,oos_warm,,27,9,1743,0.5524956970740104,35.11857907357665,0.1488995114620764,235.854226308332,12,0.1136081082275605,0
all,on,oos,,27,9,1676,0.545346062052506,22.112373423426504,0.1488995114620763,148.50534569455837,9,0.0888274268131727,0
all,on,full,BNB,24,8,4461,0.5891055817081372,989914.6117749546,0.1894164749930625,5226127.303927551,11,0.1076180835367492,0
all,on,is,BNB,24,8,2883,0.608394033992369,35865.3579641123,0.1894164749930625,189346.56008895676,11,0.1076180835367492,0
all,on,oos_warm,BNB,24,8,1578,0.5538656527249683,26.600115204489395,0.1339068672117087,198.64638579315147,10,0.0962187106242444,0
all,on,oos,BNB,24,8,1512,0.5462962962962963,17.09545135365239,0.1339068672117092,127.6667262077319,9,0.0888274268131727,0
all,on,full,BTC,24,8,4430,0.5871331828442438,981162.6557114408,0.1793947323930362,5469294.681193927,11,0.1077479019011543,0
all,on,is,BTC,24,8,2862,0.6069182389937107,35397.45642811038,0.1793947323930362,197316.03016390715,10,0.1001082821323134,0
all,on,oos_warm,BTC,24,8,1568,0.5510204081632653,26.717696044290932,0.1598865146834877,167.10412442963957,11,0.1077479019011543,0
all,on,oos,BTC,24,8,1499,0.542361574382922,16.203208667417275,0.1598865146834876,101.34193430567458,8,0.0808785685686653,0
all,on,full,DOGE,24,8,4450,0.5896629213483147,897894.8474697195,0.1868402149276187,4805683.015391312,11,0.1071603198130939,0
all,on,is,DOGE,24,8,2904,0.6074380165289256,31910.33313323324,0.1868402149276187,170789.4263855091,11,0.1071603198130939,0
all,on,oos_warm,DOGE,24,8,1546,0.55627425614489,27.137208925772946,0.132129661569459,205.38317137448527,10,0.0996938148551437,0
all,on,oos,DOGE,24,8,1488,0.5504032258064516,18.05982139437678,0.132129661569459,136.68256756173514,8,0.0808785685686653,0
all,on,full,ETH,24,8,4407,0.5897435897435898,1004113.4532406128,0.1946913548621137,5157462.969795223,11,0.1071603198130939,0
all,on,is,ETH,24,8,2880,0.6149305555555555,58119.41655749183,0.1946913548621137,298520.7874209605,11,0.1071603198130939,0
all,on,oos_warm,ETH,24,8,1527,0.5422396856581533,16.276449700723568,0.1631726210769944,99.74988201631808,10,0.0888274268131727,0
all,on,oos,ETH,24,8,1477,0.5355450236966824,11.09264592501083,0.1631726210769939,67.98104885363519,9,0.0888274268131727,0
all,on,full,LINK,24,8,4415,0.5947904869762174,1253933.5199907098,0.1955730688125407,6411585.846682302,11,0.1079124919212807,0
all,on,is,LINK,24,8,2856,0.613795518207283,40539.722822986296,0.1955730688125407,207286.8369307235,11,0.1079124919212807,0
all,on,oos_warm,LINK,24,8,1559,0.5599743425272611,29.930245754763288,0.135849124533132,220.31975441596353,10,0.097622548580451,0
all,on,oos,LINK,24,8,1500,0.5546666666666666,20.3801742789714,0.1358491245331321,150.02065231565695,9,0.0822352582976032,0
all,on,full,LTC,24,8,4468,0.592882721575649,1448213.1397819414,0.1872313629474471,7734885.42188539,12,0.1136081082275605,0
all,on,is,LTC,24,8,2917,0.6133013369900583,55380.60571260123,0.1872313629474471,295787.01367540477,11,0.1100013107306406,0
all,on,oos_warm,LTC,24,8,1551,0.5544809800128949,25.149731867605055,0.1299852931725489,193.4813643434266,12,0.1136081082275604,0
all,on,oos,LTC,24,8,1484,0.5464959568733153,15.725747200571268,0.1299852931725492,120.98097266816254,9,0.0826508314967555,0
all,on,full,SOL,24,8,4323,0.5928753180661578,602746.0406238649,0.1910765251273606,3154474.576205052,11,0.1079015706927413,0
all,on,is,SOL,24,8,2807,0.6156038475240471,31965.160438288414,0.1910765251273606,167289.83540485823,11,0.1079015706927413,0
all,on,oos_warm,SOL,24,8,1516,0.5507915567282322,17.855784753614202,0.1594093087730871,112.01218354839747,11,0.1068812463660398,0
all,on,oos,SOL,24,8,1475,0.5444067796610169,12.759575415734664,0.155873413017225,81.8585746520136,9,0.0888274268131727,0
all,on,full,TRX,24,8,4421,0.586745080298575,852721.7809699596,0.1624085272368679,5250474.192936252,12,0.1136098646369171,0
all,on,is,TRX,24,8,2849,0.6054756054756055,29313.1797660339,0.1583636069264799,185100.48069088568,10,0.1001082821323134,0
all,on,oos_warm,TRX,24,8,1572,0.5527989821882952,28.08908889062632,0.1624085272368686,172.95328865127328,12,0.1136098646369171,0
all,on,oos,TRX,24,8,1500,0.544,16.785133217864328,0.1624085272368675,103.35130490644596,9,0.0829895092644242,0
all,on,full,XRP,24,8,4459,0.5877999551468939,740456.496395496,0.194078435805242,3815243.52936637,12,0.1136081082275604,0
all,on,is,XRP,24,8,2891,0.6035973711518505,23212.74480726762,0.194078435805242,119604.96647119334,11,0.1079015706927414,0
all,on,oos_warm,XRP,24,8,1568,0.5586734693877551,30.897373842228053,0.142128851076329,217.38987973409343,12,0.1136081082275605,0
all,on,oos,XRP,24,8,1503,0.5508982035928144,19.340631891530936,0.1421288510763287,136.07815545588466,9,0.0888274268131727,0
1h,off,full,,9,9,2217,0.5926928281461434,641.7856372420684,0.1122827512752085,5715.798998093941,6,0.05,0
1h,off,is,,9,9,1447,0.6164478230822391,153.7375063288934,0.1122827512752085,1369.1996729940995,6,0.05,0
1h,off,oos_warm,,9,9,770,0.548051948051948,3.1540390076846228,0.0790292814169841,39.90975181772042,4,0.04,0
1h,off,oos,,9,9,756,0.5436507936507936,2.756864874779375,0.079029281416984,34.88409391239768,4,0.0399999999999999,0
1h,off,full,BNB,8,8,1997,0.5908863294942414,312.40247178312165,0.1110166239671998,2814.0152404150017,6,0.0490980055070912,0
1h,off,is,BNB,8,8,1305,0.6114942528735632,83.05692849690406,0.1110166239671998,748.148570266769,6,0.0490980055070912,0
1h,off,oos_warm,BNB,8,8,692,0.5520231213872833,2.7284549576976795,0.0779658968731779,34.99549247969122,4,0.0357006665724016,0
1h,off,oos,BNB,8,8,678,0.5471976401179941,2.3711134062355383,0.0779658968731775,30.412186626833627,4,0.0357006665724016,0
1h,off,full,BTC,8,8,1963,0.5904228222109017,324.8588271936971,0.1308146541320179,2483.351955858478,5,0.0444669886143412,0
1h,off,is,BTC,8,8,1278,0.6111111111111112,81.7740301190763,0.1308146541320179,625.1136821150792,5,0.0444669886143412,0
1h,off,oos_warm,BTC,8,8,685,0.5518248175182482,2.93672782060903,0.0779658968731774,37.66682534783168,4,0.04,0
1h,off,oos,BTC,8,8,671,0.5469448584202683,2.5602531473805743,0.0779658968731774,32.838115766758726,4,0.04,0
1h,off,full,DOGE,8,8,1985,0.5909319899244333,271.0509515863219,0.0973547515718405,2784.1573956080256,6,0.0499999999999999,0
1h,off,is,DOGE,8,8,1304,0.6104294478527608,70.41802804242833,0.0973547515718405,723.3137253754388,6,0.0499999999999999,0
1h,off,oos_warm,DOGE,8,8,681,0.55359765051395,2.809275599498488,0.0821589362974815,34.19318367665627,4,0.04,0
1h,off,oos,DOGE,8,8,667,0.5487256371814093,2.4450648324765396,0.0821589362974817,29.76018121295327,4,0.04,0
1h,off,full,ETH,8,8,1967,0.5882053889171327,282.0198070015621,0.1163377076023976,2424.1478778781607,5,0.0499999999999999,0
1h,off,is,ETH,8,8,1288,0.6218944099378882,108.20899899832008,0.1075329866780395,1006.2865576523466,5,0.0499999999999999,0
1h,off,oos_warm,ETH,8,8,679,0.524300441826215,1.591542909443902,0.1163377076023981,13.680370210518864,4,0.0357006665724016,0
1h,off,oos,ETH,8,8,668,0.5209580838323353,1.421084536852396,0.1163377076023984,12.215167086746852,4,0.0357006665724017,0
1h,off,full,LINK,8,8,1951,0.5986673500768837,341.54465782430026,0.1257858545750968,2715.2866987948214,5,0.0415259613485812,0
1h,off,is,LINK,8,8,1273,0.6213668499607227,89.36382865491531,0.1145217822946245,780.3216721253373,5,0.0415259613485812,0
1h,off,oos_warm,LINK,8,8,678,0.556047197640118,2.790727583405326,0.1257858545750966,22.186338780559822,4,0.0399999999999999,0
1h,off,oos,LINK,8,8,668,0.5538922155688623,2.588435454671118,0.1257858545750963,20.57811240711313,4,0.04,0
1h,off,full,LTC,8,8,1975,0.5984810126582278,415.7742196254921,0.1139380369651665,3649.125706392535,5,0.05,0
1h,off,is,LTC,8,8,1289,0.6229635376260667,110.11166661669876,0.1139380369651665,966.4170943226136,5,0.05,0
1h,off,oos_warm,LTC,8,8,686,0.5524781341107872,2.7509492235701503,0.0790292814169839,34.80923999618896,4,0.0397774945123498,0
1h,off,oos,LTC,8,8,672,0.5476190476190477,2.3923151321022713,0.0790292814169839,30.271249962145625,4,0.0397774945123498,0
1h,off,full,SOL,8,8,1937,0.5993804852865255,325.14599395409743,0.0870282358114687,3736.097726472002,6,0.0490980055070912,0
1h,off,is,SOL,8,8,1260,0.6293650793650793,104.64614137121548,0.0870282358114687,1202.4389601314322,6,0.0490980055070912,0
1h,off,oos_warm,SOL,8,8,677,0.5435745937961596,2.0871548143731764,0.0763306716665404,27.34359293327274,4,0.04,0
1h,off,oos,SOL,8,8,669,0.5396113602391629,1.8845050469518736,0.0763306716665403,24.68869991324796,4,0.04,0
1h,off,full,TRX,8,8,1990,0.5884422110552764,316.84210071362355,0.1094334964212435,2895.2935899443414,5,0.0499999999999999,0
1h,off,is,TRX,8,8,1285,0.6101167315175098,79.87289917282945,0.1094334964212435,729.8761511317688,5,0.0499999999999999,0
1h,off,oos_warm,TRX,8,8,705,0.548936170212766,2.9301435210623343,0.0825552502950191,35.493121401621146,4,0.04,0
1h,off,oos,TRX,8,8,691,0.5441389290882779,2.554489371870104,0.0825552502950191,30.942785137727626,4,0.04,0
1h,off,full,XRP,8,8,1971,0.589041095890411,256.65312737681137,0.1114341386227487,2303.18222538328,5,0.0463914014538935,0
1h,off,is,XRP,8,8,1294,0.6097372488408037,70.90849176174636,0.1114341386227487,636.3264672579497,5,0.0463914014538935,0
1h,off,oos_warm,XRP,8,8,677,0.5494830132939439,2.583069552209375,0.0777388818873262,33.227510989330206,4,0.0397774945123498,0
1h,off,oos,XRP,8,8,664,0.5436746987951807,2.204009341212913,0.0777388818873256,28.351441231266907,4,0.0397774945123498,0
1h,on,full,,9,9,2828,0.5866336633663366,3076.977328425603,0.1245149917669331,24711.701657460508,6,0.0591543451822215,0
1h,on,is,,9,9,1861,0.6093498119290703,584.9348035307012,0.1156443266522208,5058.050147931474,6,0.0591543451822215,0
1h,on,oos_warm,,9,9,967,0.5429162357807652,4.253105481835942,0.1245149917669327,34.15737672614482,5,0.05,0
1h,on,oos,,9,9,945,0.5396825396825397,3.630217668813626,0.124514991766933,29.154864143657985,5,0.05,0
1h,on,full,BNB,8,8,2542,0.5853658536585366,1331.6012318088945,0.1254814519274085,10611.93675523639,6,0.049436230121481,0
1h,on,is,BNB,8,8,1670,0.6047904191616766,268.14084330817553,0.1254814519274085,2136.896243942858,6,0.049436230121481,0
1h,on,oos_warm,BNB,8,8,872,0.5481651376146789,3.9513155098612094,0.1110687774541897,35.57539391743938,5,0.0444497705419544,0
1h,on,oos,BNB,8,8,850,0.5447058823529412,3.3635841256293033,0.1110687774541895,30.283795344885448,4,0.04,0
1h,on,full,BTC,8,8,2509,0.5838979673176564,1291.1250174000436,0.1693351697450408,7624.671350576631,5,0.05,0
1h,on,is,BTC,8,8,1647,0.6053430479659988,274.51368362821165,0.1693351697450408,1621.1262199195396,5,0.049436230121481,0
1h,on,oos_warm,BTC,8,8,862,0.54292343387471,3.6898760177141834,0.0997623085128521,36.986674353459115,5,0.0499999999999999,0
1h,on,oos,BTC,8,8,840,0.5392857142857143,3.132463348888493,0.0997623085128519,31.3992668732696,5,0.05,0
1h,on,full,DOGE,8,8,2540,0.5877952755905512,1314.5595885450389,0.1028742105549528,12778.32006149718,6,0.0591543451822215,0
1h,on,is,DOGE,8,8,1680,0.6077380952380952,269.1306792359869,0.1028742105549528,2616.1141629585,6,0.0591543451822215,0
1h,on,oos_warm,DOGE,8,8,860,0.5488372093023256,3.8700858127845583,0.1024058707713519,37.79164010455555,5,0.05,0
1h,on,oos,DOGE,8,8,838,0.545346062052506,3.2926194142309315,0.1024058707713513,32.15264309975539,5,0.0499999999999999,0
1h,on,full,ETH,8,8,2507,0.5839648982848026,1248.2041767133126,0.1453746480584772,8586.12002425086,6,0.0591543451822215,0
1h,on,is,ETH,8,8,1663,0.6151533373421527,403.9171009148038,0.1069378639808978,3777.1195896240743,6,0.0591543451822215,0
1h,on,oos_warm,ETH,8,8,844,0.5225118483412322,2.0850862408405666,0.1453746480584772,14.34284635380054,5,0.0444215737038186,0
1h,on,oos,ETH,8,8,827,0.5187424425634825,1.7489646706533368,0.1453746480584772,12.030740531525222,4,0.04,0
1h,on,full,LINK,8,8,2493,0.5912555154432411,1356.4952851341504,0.1693975009327826,8007.764445547582,5,0.05,0
1h,on,is,LINK,8,8,1638,0.6123321123321124,282.08234852789155,0.1270342473058008,2220.522060077659,5,0.049567552953598,0
1h,on,oos_warm,LINK,8,8,855,0.5508771929824562,3.7954077398096686,0.169397500932783,22.405334901107473,5,0.05,0
1h,on,oos,LINK,8,8,839,0.5494636471990465,3.4924912523958764,0.1693975009327828,20.61713563166261,5,0.05,0
1h,on,full,LTC,8,8,2534,0.590765588003157,1678.9349754153118,0.0956507287777265,17552.76720699982,5,0.0499999999999999,0
1h,on,is,LTC,8,8,1672,0.6148325358851675,383.12561254539577,0.0956507287777265,4005.464646649001,5,0.0499999999999999,0
1h,on,oos_warm,LTC,8,8,862,0.5440835266821346,3.37340005599544,0.0839605263528651,40.17840528795498,5,0.0444215737038186,0
1h,on,oos,LTC,8,8,840,0.5404761904761904,2.8543894786311363,0.0839605263528654,33.99680305283984,4,0.04,0
1h,on,full,SOL,8,8,2453,0.5898899306971056,1007.3448789309982,0.0987724275550022,10198.644539439403,6,0.0495747038364174,0
1h,on,is,SOL,8,8,1614,0.6171003717472119,285.6271939132161,0.0941129504641046,3034.940382855773,6,0.0495747038364174,0
1h,on,oos_warm,SOL,8,8,839,0.5375446960667462,2.5179665445013626,0.0987724275550019,25.492605647453793,4,0.04,0
1h,on,oos,SOL,8,8,827,0.535671100362757,2.307453122816026,0.0987724275550021,23.36130821054391,4,0.04,0
1h,on,full,TRX,8,8,2529,0.5840253064452353,1347.7499436378996,0.1168750969985146,11531.540749480857,6,0.0591543451822215,0
1h,on,is,TRX,8,8,1646,0.6057108140947752,278.86803385447814,0.1168750969985146,2386.0346730494875,6,0.0591543451822215,0
1h,on,oos_warm,TRX,8,8,883,0.5436013590033975,3.8192354270055904,0.102098625242135,37.40731491680684,5,0.05,0
1h,on,oos,TRX,8,8,861,0.5400696864111498,3.249499066736674,0.102098625242135,31.82705995335614,5,0.05,0
1h,on,full,XRP,8,8,2517,0.5828367103694875,961.9749386632118,0.1144681787958875,8403.86340363242,5,0.049436230121481,0
1h,on,is,XRP,8,8,1658,0.6013268998793727,202.4279739686175,0.1144681787958875,1768.421373503062,5,0.049436230121481,0
1h,on,oos_warm,XRP,8,8,859,0.5471478463329453,3.733739022597576,0.1074384128436983,34.752365785870545,4,0.0401681016226982,0
1h,on,oos,XRP,8,8,838,0.5429594272076372,3.1272884548935305,0.1074384128436982,29.107731323647897,4,0.0401681016226982,0
2h,off,full,,9,9,1075,0.587906976744186,32.79754271039244,0.1102473632239775,297.49049547571707,5,0.05,0
2h,off,is,,9,9,680,0.6044117647058823,12.77654967929073,0.1102473632239775,115.88984358141974,5,0.05,0
2h,off,oos_warm,,9,9,395,0.5594936708860759,1.4532661295591145,0.0935488248190765,15.534841109652971,4,0.0401050460342011,0
2h,off,oos,,9,9,378,0.5555555555555556,1.2627458370296627,0.1034171066105234,12.210222064955444,4,0.0401050460342011,0
2h,off,full,BNB,8,8,965,0.5865284974093264,22.664946617914214,0.0840772882980631,269.5727595015256,4,0.0401050460342011,0
2h,off,is,BNB,8,8,608,0.6052631578947368,9.96132717575001,0.0840772882980631,118.478216619404,4,0.04,0
2h,off,oos_warm,BNB,8,8,357,0.5546218487394958,1.1589490249199703,0.0751531526842472,15.421163098629338,4,0.0401050460342011,0
2h,off,oos,BNB,8,8,340,0.55,0.9902726008324618,0.085221703040996,11.619957892135645,4,0.0401050460342011,0
2h,off,full,BTC,8,8,955,0.5853403141361256,21.880456532553943,0.099572686090993,219.74356012208813,5,0.05,0
2h,off,is,BTC,8,8,600,0.6033333333333334,9.160329756596935,0.099572686090993,91.99641102607096,5,0.05,0
2h,off,oos_warm,BTC,8,8,355,0.5549295774647888,1.25194034846143,0.0935488248190766,13.38274800226173,4,0.04,0
2h,off,oos,BTC,8,8,338,0.5502958579881657,1.077054986951602,0.1034171066105233,10.414669509251237,4,0.04,0
2h,off,full,DOGE,8,8,959,0.5870698644421272,21.898423529469436,0.0906365101734459,241.6070906477277,5,0.0499999999999999,0
2h,off,is,DOGE,8,8,614,0.5993485342019544,9.032409448798198,0.0906365101734459,99.65530922928733,5,0.0499999999999999,0
2h,off,oos_warm,DOGE,8,8,345,0.5652173913043478,1.282445074270019,0.0837371474016656,15.315127324775696,4,0.04,0
2h,off,oos,DOGE,8,8,333,0.5645645645645646,1.1860223761683704,0.0937122461957854,12.656002009497344,4,0.0364315826805727,0
2h,off,full,ETH,8,8,945,0.5904761904761905,22.267531036820543,0.1164092183252773,191.2866640389193,5,0.05,0
2h,off,is,ETH,8,8,602,0.6112956810631229,10.135009082474555,0.1164092183252773,87.0636297389673,5,0.05,0
2h,off,oos_warm,ETH,8,8,343,0.5539358600583091,1.0895834807572289,0.1034171066105235,10.535814784111889,4,0.0401050460342011,0
2h,off,oos,ETH,8,8,330,0.5484848484848485,0.9332180127684988,0.1034171066105235,9.023826360594937,4,0.0401050460342011,0
2h,off,full,LINK,8,8,956,0.5951882845188284,25.229039691114316,0.1001470367390085,251.91998198472203,4,0.04,0
2h,off,is,LINK,8,8,605,0.6082644628099173,9.897683651583842,0.1001470367390085,98.83151787484265,4,0.04,0
2h,off,oos_warm,LINK,8,8,351,0.5726495726495726,1.4068453929934237,0.0774039779844916,18.1753629416216,4,0.04,0
2h,off,oos,LINK,8,8,335,0.5701492537313433,1.2504586795142874,0.0874480242323216,14.29945033626163,4,0.04,0
2h,off,full,LTC,8,8,955,0.5863874345549738,21.40565730353665,0.1102473632239776,194.160265402893,4,0.0402220221919922,0
2h,off,is,LTC,8,8,607,0.6013179571663921,9.01991746988867,0.1102473632239776,81.81526710587968,4,0.0402220221919922,0
2h,off,oos_warm,LTC,8,8,348,0.5603448275862069,1.2361119610883968,0.0740392895017449,16.695351473615435,4,0.0401050460342011,0
2h,off,oos,LTC,8,8,331,0.5558912386706949,1.0616417886550888,0.0841199661771116,12.620568420341952,4,0.0401050460342011,0
2h,off,full,SOL,8,8,939,0.5835995740149095,17.33992297877884,0.1035422473359543,167.4671298423486,4,0.0402220221919922,0
2h,off,is,SOL,8,8,589,0.6027164685908319,7.969722657306395,0.1035422473359543,76.97073283958908,4,0.0402220221919922,0
2h,off,oos_warm,SOL,8,8,350,0.5514285714285714,1.0446477198310946,0.1008712061539147,10.356252885854406,4,0.04,0
2h,off,oos,SOL,8,8,339,0.5457227138643068,0.90627401972094,0.1035620261655905,8.75102634890373,4,0.04,0
2h,off,full,TRX,8,8,952,0.5892857142857143,22.96470584510014,0.0928716108318657,247.2736893373725,4,0.0401050460342011,0
2h,off,is,TRX,8,8,599,0.6076794657762938,9.69048089550158,0.080388272401154,120.54595286168218,4,0.04,0
2h,off,oos_warm,TRX,8,8,353,0.5580736543909348,1.2416864198489148,0.0928716108318657,13.36992444436931,4,0.0401050460342011,0
2h,off,oos,TRX,8,8,336,0.5535714285714286,1.0673737149900262,0.1027472652636072,10.388341842983206,4,0.0401050460342011,0
2h,off,full,XRP,8,8,974,0.5872689938398358,22.38989149022665,0.1134958092892846,197.27505033386737,5,0.0499999999999999,0
2h,off,is,XRP,8,8,616,0.6006493506493507,9.110299549045791,0.1134958092892846,80.26992015031087,5,0.0499999999999999,0
2h,off,oos_warm,XRP,8,8,358,0.5642458100558659,1.313471660929591,0.0831364532417737,15.798986000879909,4,0.04,0
2h,off,oos,XRP,8,8,342,0.5614035087719298,1.1642548874360306,0.0841364316160475,13.837702230456486,4,0.04,0
2h,on,full,,9,9,1412,0.5906515580736544,117.4265807989016,0.1447622586661653,811.1684763754466,6,0.0555572780059331,0
2h,on,is,,9,9,910,0.6065934065934065,34.8080903441936,0.1447622586661653,240.45003625194997,5,0.05,0
2h,on,oos_warm,,9,9,502,0.5617529880478087,2.3072576521273396,0.0954965653812733,24.160634918287716,6,0.0555572780059331,0
2h,on,oos,,9,9,476,0.5525210084033614,1.7829774210336022,0.1063738071139403,16.761432813284557,5,0.049484156811794,0
2h,on,full,BNB,8,8,1263,0.5890736342042755,67.74744380476537,0.1232448527791465,549.6979571728488,5,0.0499999999999999,0
2h,on,is,BNB,8,8,810,0.608641975308642,24.04774697258912,0.1232448527791465,195.12171445960848,5,0.0499999999999999,0
2h,on,oos_warm,BNB,8,8,453,0.5540838852097131,1.744655791995936,0.0984293719847132,17.724950965519653,5,0.049484156811794,0
2h,on,oos,BNB,8,8,427,0.5433255269320844,1.3076788783713382,0.0984293719847137,13.285453843741108,5,0.049484156811794,0
2h,on,full,BTC,8,8,1259,0.5877680698967435,69.04861443913987,0.1342742306995301,514.2357850751887,6,0.0555572780059331,0
2h,on,is,BTC,8,8,811,0.6054254007398274,23.56560773177405,0.1342742306995301,175.50357659101093,5,0.05,0
2h,on,oos_warm,BTC,8,8,448,0.5558035714285714,1.851491206893134,0.0863824687819275,21.43364542598592,6,0.0555572780059331,0
2h,on,oos,BTC,8,8,422,0.5450236966824644,1.3985059384543064,0.1063738071139405,13.147089273173416,4,0.04,0
2h,on,full,DOGE,8,8,1257,0.588703261734288,67.53230119456566,0.125912141256748,536.3446330156536,5,0.05,0
2h,on,is,DOGE,8,8,816,0.6004901960784313,21.892470818030763,0.125912141256748,173.87100719214774,5,0.05,0
2h,on,oos_warm,DOGE,8,8,441,0.5668934240362812,1.9936611796655752,0.0764932207510959,26.06324011578519,5,0.0455572780059331,0
2h,on,oos,DOGE,8,8,423,0.5626477541371159,1.705566914157858,0.0967009508405768,17.63754026544878,4,0.039484156811794,0
